bairro,area,quartos,banheiros,vagas,hospital,gas_station,school,supermarket,restaurant,pharmacy,preco
Cidade Industrial,2754,0,0,0,1,1,1,1,1,1,800000
Bairro da Cruz,2189,2,2,0,1,1,1,1,1,1,845000
Bairro da Cruz,130,3,2,1,1,1,1,1,1,1,700000
Cidade Industrial,2754,0,0,0,1,1,1,1,1,1,800000
Cidade Industrial,63,2,1,1,1,1,1,1,1,1,200000
Olaria,160,3,4,2,1,1,1,1,1,1,1100000
Parque Mondesir,552,3,4,3,1,1,1,1,1,0,799000
Cecap,88,4,3,2,1,0,1,1,1,0,600000
Bairro da Cruz,5712,5,0,5,1,1,1,1,1,1,1800000
Vila Nunes,550000,0,0,0,1,1,1,1,1,1,25000000
Centro,203,2,1,4,1,1,1,1,1,1,500000
Bairro da Cruz,350,3,1,3,1,1,1,1,1,1,890000
Vila Hepacare,53,2,1,1,1,1,1,1,1,1,320000
Bairro da Cruz,750,5,2,6,1,1,1,1,1,1,2500000
Vila São Roque,57,1,1,4,1,1,1,1,1,1,455000
Bairro da Cruz,125,3,3,3,1,1,1,1,1,1,980000
Bairro da Cruz,750,3,1,3,1,1,1,1,1,1,1200000
Bairro da Cruz,210,4,2,2,1,1,1,1,1,1,680000
Aterrado,5000,4,4,10,1,0,1,1,1,1,1199000
Loteamento Village das Palmeiras,150,4,1,2,1,1,1,1,1,1,800000
Nova Lorena,142,2,1,4,1,1,1,1,1,1,480000
Bairro da Cruz,267,4,4,4,1,1,1,1,1,1,1200000
Parque Mondesir,294,2,2,7,1,1,1,1,1,0,899000
Olaria,150,3,2,4,1,1,1,1,1,1,630000
Vila Passos,280,2,2,1,1,1,1,1,1,1,650000
Nova Lorena,244,4,1,3,1,1,1,1,1,1,845000
Centro,314600,0,0,0,1,1,1,1,1,1,950000
Cabelinha,290,6,4,1,1,1,1,1,1,1,780000
Loteamento Village das Palmeiras,153,3,3,2,1,1,1,1,1,1,960000
Cabelinha,150,3,2,1,1,1,1,1,1,1,550000
Bairro da Cruz,280,0,0,0,1,1,1,1,1,1,450000
Centro,330,3,1,0,1,1,1,1,1,1,499000
Centro,210,3,1,4,1,1,1,1,1,1,950000
Centro,1200,0,0,0,1,1,1,1,1,1,2550000
Bairro da Cruz,26000,0,0,0,1,1,1,1,1,1,800000
Bairro da Cruz,360,0,0,0,1,1,1,1,1,1,474000
Santo Antônio,48,2,1,1,1,0,1,1,1,1,216000
Parque das Rodovias,75,2,1,2,1,1,1,1,1,0,330000
Centro,2500,3,1,0,1,1,1,1,1,1,990000
Bairro da Cruz,315,2,1,0,1,1,1,1,1,1,680000
Centro,8000,3,1,0,1,1,1,1,1,1,1000000
Bairro da Cruz,372,0,2,1,1,1,1,1,1,1,700000
Aterrado,10000,0,0,0,1,0,1,1,1,1,2500000
Bairro da Cruz,200,4,3,1,1,1,1,1,1,1,599000
Bairro da Cruz,750,0,0,0,1,1,1,1,1,1,1690000
Bairro da Cruz,258,3,3,1,1,1,1,1,1,1,680000
Vila Geny,196,4,4,2,1,1,1,1,1,1,600000
Bairro da Cruz,150,2,2,2,1,1,1,1,1,1,610000
Cidade Industrial,210,2,2,2,1,1,1,1,1,1,800000
Ponte Nova,300,3,2,4,1,0,1,0,1,0,870000
Cidade Industrial,2754,0,0,0,1,1,1,1,1,1,800000
Bairro da Cruz,380000,0,0,0,1,1,1,1,1,1,17100000
Vila Brito,800,0,0,0,1,1,1,1,1,0,14820000
Centro,1000,3,1,0,1,1,1,1,1,1,210000
Parque Mondesir,203,3,1,3,1,1,1,1,1,0,850000
Bairro da Cruz,100,3,4,2,1,1,1,1,1,1,980000
Bairro da Cruz,125,3,4,2,1,1,1,1,1,1,1150000
Cidade Industrial,63,2,1,1,1,1,1,1,1,1,200000
Área Rural de Lorena,720600,0,0,0,0,0,0,0,0,0,3000000
Centro,3207,0,0,0,1,1,1,1,1,1,1150000
Bairro da Cruz,211,2,3,2,1,1,1,1,1,1,950000
Parque Mondesir,280,3,3,3,1,1,1,1,1,0,750000
Bairro da Cruz,1500,0,0,0,1,1,1,1,1,1,2800000
Bairro da Cruz,359,5,2,0,1,1,1,1,1,1,320000
Centro,280,4,4,4,1,1,1,1,1,1,889000
Vila Passos,420,0,0,0,1,1,1,1,1,1,3000000
Bairro da Cruz,750,4,5,3,1,1,1,1,1,1,1200000
Vila Hepacare,450,0,0,0,1,1,1,1,1,1,1060000
Centro,235,4,3,1,1,1,1,1,1,1,405000
Cidade Industrial,194,3,3,3,1,1,1,1,1,1,650000
Centro,363000,3,3,0,1,1,1,1,1,1,1500000
Vila Santa Edwiges,211,3,2,7,1,1,1,1,1,1,700000
Centro,3750,0,0,0,1,1,1,1,1,1,135000
Centro,235,4,3,1,1,1,1,1,1,1,405000
Cidade Industrial,194,3,3,3,1,1,1,1,1,1,650000
Centro,363000,3,3,0,1,1,1,1,1,1,1500000
Vila Santa Edwiges,211,3,2,7,1,1,1,1,1,1,700000
Centro,3750,0,0,0,1,1,1,1,1,1,135000
Bairro da Cruz,750,7,4,10,1,1,1,1,1,1,750000
Nova Lorena,482,0,8,2,1,1,1,1,1,1,1350000
Centro,259,3,2,0,1,1,1,1,1,1,18000000
Centro,133100,0,0,0,1,1,1,1,1,1,795000
Bairro da Cruz,150,2,2,2,1,1,1,1,1,1,610000
Bairro da Cruz,84700,2,2,0,1,1,1,1,1,1,400000
Aterrado,10000,0,0,0,1,0,1,1,1,1,2500000
Vila Portugal,16240,4,2,1,0,0,0,0,1,0,2800000
Vila Hepacare,242,2,1,0,1,1,1,1,1,1,650000
Centro,193600,2,1,0,1,1,1,1,1,1,850000
Centro,115,3,2,1,1,1,1,1,1,1,480000
Centro,3000,0,0,0,1,1,1,1,1,1,14700000
Ponte Nova,1452000,4,4,0,1,0,1,0,1,0,4200000
Santo Antônio,4049,0,0,0,1,0,1,1,1,1,6600000
Bairro da Cruz,999944,0,0,0,1,1,1,1,1,1,78000000
Cidade Industrial,90,3,1,0,1,1,1,1,1,1,465000
Olaria,130,3,1,4,1,1,1,1,1,1,650000
Vila Nunes,350,3,3,3,1,1,1,1,1,1,1350000
Cidade Industrial,133,2,1,2,1,1,1,1,1,1,550000
Centro,1452000,0,0,0,1,1,1,1,1,1,4800000
Área Rural de Lorena,140000,6,1,0,0,0,0,0,0,0,1800000
Santo Antônio,4049,0,0,0,1,0,1,1,1,1,6600000
Vila Geny,147,2,1,3,1,1,1,1,1,1,680000
Loteamento Village das Palmeiras,184,3,3,3,1,1,1,1,1,1,1220000
Bairro da Cruz,3200,0,0,0,1,1,1,1,1,1,1500000
Centro,4138,0,0,80,1,1,1,1,1,1,12000000
Centro,120,0,0,0,1,1,1,1,1,1,46000000
Centro,627600,4,6,10,1,1,1,1,1,1,14700000
Bairro da Cruz,5460,0,0,0,1,1,1,1,1,1,3000000
Área Rural de Lorena,1000,0,0,0,0,0,0,0,0,0,23000000
Bairro da Cruz,124,3,1,2,1,1,1,1,1,1,1350000
Vila Portugal,2,0,0,0,0,0,0,0,1,0,360000
Bairro da Cruz,7500,0,0,0,1,1,1,1,1,1,1300000
Bairro da Cruz,210,2,1,0,1,1,1,1,1,1,400000
Centro,214,4,2,3,1,1,1,1,1,1,625000
Jardim Margarida,330,3,2,1,1,1,1,1,1,1,900000
Aterrado,10000,0,0,0,1,0,1,1,1,1,2500000
Bairro da Cruz,124,3,3,2,1,1,1,1,1,1,1150000
Cidade Industrial,210,2,4,2,1,1,1,1,1,1,425000
Área Rural de Lorena,290400,1,0,0,0,0,0,0,0,0,1900000
Bairro da Cruz,180,0,1,0,1,1,1,1,1,1,1350000
Centro,1289,5,5,8,1,1,1,1,1,1,2200000
Centro,91,2,2,0,1,1,1,1,1,1,450000
Bairro da Cruz,900,4,3,10,1,1,1,1,1,1,1600000
Parque Mondesir,97,2,2,1,1,1,1,1,1,0,425000
Aterrado,300000,0,0,0,1,0,1,1,1,1,24000000
Vila Hepacare,142,2,1,1,1,1,1,1,1,1,450000
Centro,196000,0,0,10,1,1,1,1,1,1,4880000
Bairro da Cruz,324,2,1,0,1,1,1,1,1,1,980000
Santo Antônio,4049,0,0,0,1,0,1,1,1,1,6600000
Bairro da Cruz,330,3,1,0,1,1,1,1,1,1,900000
Ponte Nova,5808000,0,0,0,1,0,1,0,1,0,10000000
Vila Santa Edwiges,128,1,2,0,1,1,1,1,1,1,265000
Bairro da Cruz,750,0,0,0,1,1,1,1,1,1,1200000
Bairro da Cruz,160,3,1,0,1,1,1,1,1,1,1000000
Bairro da Cruz,215,3,2,2,1,1,1,1,1,1,699000
Bairro da Cruz,300,3,1,4,1,1,1,1,1,1,1000000
Centro,379000,0,0,0,1,1,1,1,1,1,15169960
Área Rural de Lorena,70200,5,1,0,0,0,0,0,0,0,2000000
Bairro da Cruz,1125,0,2,0,1,1,1,1,1,1,1800000
Nova Lorena,37,0,0,0,1,1,1,1,1,1,300000
Bairro da Cruz,4000,4,1,0,1,1,1,1,1,1,1950000
Centro,600,0,0,0,1,1,1,1,1,1,800000
Bairro da Cruz,750,4,2,6,1,1,1,1,1,1,1499000
Centro,2500,0,0,0,1,1,1,1,1,1,200000
Bairro da Cruz,450,5,2,4,1,1,1,1,1,1,980000
Bairro da Cruz,1000,0,0,0,1,1,1,1,1,1,990000
Bairro da Cruz,419,4,1,1,1,1,1,1,1,1,980000
Centro,326,4,3,3,1,1,1,1,1,1,1100000
Centro,290400,3,1,0,1,1,1,1,1,1,1800000
Cidade Industrial,210,0,0,0,1,1,1,1,1,1,150000
Bairro da Cruz,700,0,6,0,1,1,1,1,1,1,820000
Cidade Industrial,2754,0,0,0,1,1,1,1,1,1,800000
Bairro da Cruz,1200,0,10,50,1,1,1,1,1,1,5300000
Loteamento Jardim Primavera,147,0,2,0,0,0,1,1,1,1,235000
Bairro da Cruz,900,0,0,0,1,1,1,1,1,1,1599000
Cabelinha,38,1,1,1,1,1,1,1,1,1,150000
Área Rural de Lorena,23943,4,3,4,0,0,0,0,0,0,6000000
Bairro da Cruz,17404,0,0,0,1,1,1,1,1,1,13923200
Centro,310000,0,0,0,1,1,1,1,1,1,31000000
Bairro da Cruz,2000,2,2,6,1,1,1,1,1,1,9500000
Bairro da Cruz,100,3,1,2,1,1,1,1,1,1,1100000
Jardim Novo Horizonte,1246300,0,0,0,1,1,1,1,1,0,4000000
Centro,321,3,2,4,1,1,1,1,1,1,1100000
Olaria,10000,5,0,0,1,1,1,1,1,1,14700000
Vila Hepacare,225,3,1,4,1,1,1,1,1,1,1060000
Bairro da Cruz,500,5,4,4,1,1,1,1,1,1,1390000
Centro,242,0,2,0,1,1,1,1,1,1,1350000
Centro,1040600,0,0,0,1,1,1,1,1,1,3000000
Centro,361,3,2,3,1,1,1,1,1,1,1499000
Parque Mondesir,199,2,1,2,1,1,1,1,1,0,780000
Parque das Rodovias,132878,0,0,0,1,1,1,1,1,0,7500000
Área Rural de Lorena,440000,4,1,0,0,0,0,0,0,0,25000000
Vila Nunes,300,0,0,0,1,1,1,1,1,1,480000
Área Rural de Lorena,2468400,3,2,0,0,0,0,0,0,0,16000000
Bairro da Cruz,2200,3,1,4,1,1,1,1,1,1,2000000
Área Rural de Lorena,190700,0,0,0,0,0,0,0,0,0,5300000
Jardim Novo Horizonte,1890000,0,0,0,1,1,1,1,1,0,5500000
Bairro da Cruz,2700,0,0,0,1,1,1,1,1,1,2500000
Olaria,1087,0,0,0,1,1,1,1,1,1,1600000
Bairro da Cruz,2200,3,1,4,1,1,1,1,1,1,2000000
Área Rural de Lorena,190700,0,0,0,0,0,0,0,0,0,5300000
Jardim Novo Horizonte,1890000,0,0,0,1,1,1,1,1,0,5500000
Bairro da Cruz,2700,0,0,0,1,1,1,1,1,1,2500000
Olaria,1087,0,0,0,1,1,1,1,1,1,1600000
Ponte Nova,42478,0,0,0,1,0,1,0,1,0,5100000
Ponte Nova,2226400,0,0,0,1,0,1,0,1,0,13500000
Bairro da Cruz,331,6,2,3,1,1,1,1,1,1,800000
Bairro da Cruz,2900,0,0,0,1,1,1,1,1,1,2300000
Parque Mondesir,381,3,3,4,1,1,1,1,1,0,1200000
Vila dos Comerciários I,171,1,2,1,1,0,1,1,1,0,380000
Bairro da Cruz,264,3,5,4,1,1,1,1,1,1,2000000
Bairro da Cruz,2700,0,0,0,1,1,1,1,1,1,2500000
Parque Mondesir,360,3,2,3,1,1,1,1,1,0,990000
Centro,330,3,2,2,1,1,1,1,1,1,2128000
Bairro da Cruz,382,7,4,2,1,1,1,1,1,1,2600000
Área Rural de Lorena,2500,4,2,2,0,0,0,0,0,0,6300000
Bairro da Cruz,100,3,1,0,1,1,1,1,1,1,1100000
Santo Antônio,4049,0,0,0,1,0,1,1,1,1,6600000
Bairro da Cruz,100,3,1,2,1,1,1,1,1,1,900000
Bairro da Cruz,2700,0,0,0,1,1,1,1,1,1,4500000
Área Rural de Lorena,23687,2,1,0,0,0,0,0,0,0,1500000
Santo Antônio,4049,0,0,0,1,0,1,1,1,1,6600000
Bairro da Cruz,1000,2,2,8,1,1,1,1,1,1,16000000
Bairro da Cruz,382,4,4,6,1,1,1,1,1,1,2600000
Vila Hepacare,136,3,1,0,1,1,1,1,1,1,950000
Centro,510000,0,0,0,1,1,1,1,1,1,10200000
Bairro da Cruz,750,0,0,0,1,1,1,1,1,1,1500000
Loteamento Jardim Primavera,500000,0,0,0,0,0,1,1,1,1,40000000
Santo Antônio,4049,0,0,0,1,0,1,1,1,1,6600000
Bairro da Cruz,2796,0,0,0,1,1,1,1,1,1,2100000
Bairro da Cruz,1500,0,0,0,1,1,1,1,1,1,1100000
Vila Passos,3600,0,0,0,1,1,1,1,1,1,10000000
Bairro da Cruz,750,3,2,0,1,1,1,1,1,1,1300000
Área Rural de Lorena,55980,0,0,0,0,0,0,0,0,0,7300000
Vila Passos,3500,0,0,0,1,1,1,1,1,1,4300000
Parque Mondesir,600,3,2,4,1,1,1,1,1,0,699000
Bairro da Cruz,2700,0,0,0,1,1,1,1,1,1,1650000
Cidade Industrial,1,3,1,2,1,1,1,1,1,1,1500000
Centro,363000000,1,1,3,1,1,1,1,1,1,6500000
Aterrado,950,0,0,0,1,0,1,1,1,1,360000
Bairro da Cruz,2975,0,0,0,1,1,1,1,1,1,2100000
Bairro da Cruz,750,4,1,4,1,1,1,1,1,1,2480000
Área Rural de Lorena,1400900,0,0,0,0,0,0,0,0,0,6960000
Bairro da Cruz,1,3,1,0,1,1,1,1,1,1,1500000
Jardim Novo Horizonte,10,1,1,0,1,1,1,1,1,0,4880000
Vila Nunes,300,3,2,0,1,1,1,1,1,1,1750000
Vila Geny,319,4,1,6,1,1,1,1,1,1,1800000
Bairro da Cruz,2795,0,0,0,1,1,1,1,1,1,2100000
Centro,2250,2,3,0,1,1,1,1,1,1,960000
Parque Mondesir,247,2,2,0,1,1,1,1,1,0,799000
Centro,799,3,3,5,1,1,1,1,1,1,1600000
Centro,100,4,4,1,1,1,1,1,1,1,1000000
Área Rural de Lorena,218,0,0,0,0,0,0,0,0,0,6900000
Centro,656,3,3,3,1,1,1,1,1,1,1499000
Bairro da Cruz,1000,3,1,0,1,1,1,1,1,1,1500000
Vila Passos,56000,0,0,0,1,1,1,1,1,1,6000000
Bairro da Cruz,300,2,1,0,1,1,1,1,1,1,1150000
Parque Mondesir,21000,0,0,0,1,1,1,1,1,0,21000000
Bairro da Cruz,56000,0,0,0,1,1,1,1,1,1,7300000
Bairro da Cruz,430,3,2,0,1,1,1,1,1,1,1380000
Bairro da Cruz,750,5,1,6,1,1,1,1,1,1,2500000
Bairro da Cruz,750,3,1,0,1,1,1,1,1,1,3392000
Bairro da Cruz,1452000,4,0,2,1,1,1,1,1,1,4200000
Bairro da Cruz,600,4,1,2,1,1,1,1,1,1,1900000
Bairro da Cruz,1800,0,0,0,1,1,1,1,1,1,2250000
Centro,550,9,6,0,1,1,1,1,1,1,3000000
Centro,800,3,0,6,1,1,1,1,1,1,6000000
Bairro da Cruz,248,3,2,11,1,1,1,1,1,1,1500000
Centro,429,6,2,2,1,1,1,1,1,1,1600000
Centro,999,7,6,0,1,1,1,1,1,1,13990000
Bairro da Cruz,99,3,2,2,1,1,1,1,1,1,850000
Bairro da Cruz,495,3,1,0,1,1,1,1,1,1,1300000
Vila Hepacare,7380,0,10,0,1,1,1,1,1,1,15900000
Olaria,200,7,0,10,1,1,1,1,1,1,16500000
Bairro da Cruz,1800,50,50,35,1,1,1,1,1,1,7500000
Bairro da Cruz,750,5,5,5,1,1,1,1,1,1,2500000
Bairro da Cruz,382,8,5,5,1,1,1,1,1,1,2760000
Bairro da Cruz,999944,0,0,0,1,1,1,1,1,1,78000000
Centro,429,7,5,2,1,1,1,1,1,1,1600000
Centro,350,0,1,0,1,1,1,1,1,1,1380000
Bairro da Cruz,264,3,3,0,1,1,1,1,1,1,2000000
Vila São Roque,309,1,1,0,1,1,1,1,1,1,2400000
Centro,4000,0,0,0,1,1,1,1,1,1,11800000
Bairro da Cruz,380000,0,0,0,1,1,1,1,1,1,17100000
Bairro da Cruz,330,4,1,2,1,1,1,1,1,1,2100000
Parque Mondesir,500,1,1,0,1,1,1,1,1,0,4880000
Aterrado,10000,0,0,0,1,0,1,1,1,1,2000000
Vila Nunes,400,3,2,2,1,1,1,1,1,1,1000000
Loteamento Colinas de Lorena,1500,0,6,50,1,1,1,1,1,1,8000000
Bairro da Cruz,264,3,5,4,1,1,1,1,1,1,2000000
Centro,90,5,2,0,1,1,1,1,1,1,6500000
Aterrado,13900,12,8,50,1,0,1,1,1,1,3500000
Jardim Margarida,600,6,5,3,1,1,1,1,1,1,1300000
Centro,100,1,1,3,1,1,1,1,1,1,6500000
Vila Nunes,1600,14,16,4,1,1,1,1,1,1,2300000
Aterrado,4000,7,12,5,1,0,1,1,1,1,1800000
Bairro da Cruz,382,8,5,6,1,1,1,1,1,1,2489660
